id,rx,ry,rz,tx,ty,tz
2,1.58866660825532,-1.77188507778169,0.17182998031132,7.15557051719601,1.8446150813916,8.55720180845205
3,1.59102438685705,-1.76059111269616,0.190263398650432,7.0377465890776,1.82053159183469,8.45712834087629
4,1.59229020475906,-1.75446147079906,0.201422968675432,7.00152325408996,1.82201830126191,8.43388354048932
5,1.59354489083813,-1.75432549063657,0.203033054742846,6.98356191887638,1.81502614797734,8.41919373699161
6,1.59609487654178,-1.75516272275836,0.200649541574273,6.97282571159325,1.79955258923479,8.40671876307562
7,1.59931770818351,-1.74915892671525,0.197607383886756,6.94612177740083,1.73596352434392,8.37036161289827
8,1.61197529079901,-1.73949597997406,0.204368606376166,6.93464394210988,1.64706346967676,8.33245385174184
9,1.6284342295775,-1.73210661911512,0.195073178647538,6.96284280802314,1.49158682718732,8.32174763056119
10,1.67098063399589,-1.67761898461222,0.168550417389618,7.02297454757806,1.1261672804343,8.30061318089089
11,1.67635589395929,-1.66840953100355,0.1864579699666,6.96233840947686,1.1001435439288,8.24370437752664
12,1.68157452115071,-1.67139317931843,0.1792782825933,6.98186995636301,1.09615549253483,8.28878504183124
13,1.71162997310612,-1.67922902907146,0.162720599533948,6.96879172458821,0.98058189793487,8.3976682842301
14,1.71891201828233,-1.67814635091456,0.146389808356732,6.93553311546071,0.871246749751661,8.38363337037504
15,1.83980656336325,-1.71263759890083,0.192611802390644,6.19196301231776,-0.310558799120981,7.51801483308685
16,1.858104354882,-1.73518668146386,0.190885806961655,6.17068543039966,-0.290307717197068,7.52239983294542
17,1.837530059265,-1.75920645654369,0.122598960254995,6.27721306963293,-0.141492913200911,7.72265928678589
18,1.84432418714306,-1.73794577425263,0.15845852403414,6.34986900791126,-0.099098586022344,7.76555864522896
19,1.85277540852817,-1.76305248737069,0.149457198533408,6.45986578344348,-0.0421427479583866,8.00231348686081
20,1.86498147128632,-1.78064079725739,0.161221830222419,6.54635707300938,-0.0358213963325852,8.20478874438321
21,1.81168170344277,-1.79066991058169,-0.0942329472702518,7.05041303021299,-0.491916687957419,8.82222097714875
22,1.85249595957331,-1.8965656538736,-0.135076293907159,6.80018780813526,-0.28771974394097,9.81414438120593
23,1.83634617159818,-1.89999163780982,-0.162579634300071,6.18902550542871,0.196794976679089,10.8555177739875
24,1.85986233743593,-1.90175052334729,-0.116531305935928,5.78745002856711,0.227799159509611,11.0958268576838
25,1.86955976408427,-1.89350037354019,-0.0763292855743687,5.49368858574769,0.00632404200319209,11.5580122625992
26,1.86059593295909,-1.92921657618003,-0.098999678561967,5.16225872813147,0.0490580215048266,11.8329939145297
27,1.85049792228465,-1.95594075122316,-0.144816799317179,4.97361285350664,0.152330498820502,11.9088826281977
28,1.84735558366705,-1.96400847189138,-0.184925088679948,4.99017117373569,0.171891821223269,12.0262995194681
29,1.84956624877472,-1.97391182887068,-0.215640627773654,4.8836930926309,0.217443487887406,12.0993613351028
30,1.85510457610673,-1.94837503047418,-0.147113570002624,4.84259293667336,0.186897313614402,12.0621820896284
31,1.85047760827115,-1.94339585401384,-0.129641875080205,4.85028981292109,0.161762236542809,12.1329416960163
32,1.85875312217739,-1.94593623016409,-0.143278918785805,4.85182570606758,0.035364746658435,12.1947901190834
33,1.87537205494575,-1.95377951210733,-0.148751235681469,4.81958274126033,-0.125068965811053,12.1551806677665
34,1.85739651572717,-1.93989069750938,-0.170567341881915,4.70644856537572,-0.429572601017953,12.1721382510549
35,1.86224289750524,-1.92713595149072,-0.151969863552581,4.7776296150542,-0.701234576540625,12.2962515670286
36,1.87442434251836,-1.88579869238561,-0.121497566260693,4.82590609062954,-1.1297207494858,12.4027724174596
37,1.93127521411398,-1.91241430885808,-0.0940738738719558,4.67814184112087,-1.66895572144224,11.8031671257152
38,1.93788548230489,-1.90844308508283,-0.156185268935419,4.5755516558636,-1.94139198936512,11.492588261468
39,1.93875657636143,-1.90536801422582,-0.17848860954151,4.56391516850841,-2.00824735003995,11.4554636921755
40,1.94536951915127,-1.90329888114466,-0.181707774404666,4.61401549137769,-2.04241366970569,11.408640441332
41,1.95509377691077,-1.92416248571797,-0.122626629665855,4.16003006409527,-2.04710629184492,10.9496178930618
42,1.95083791493553,-1.93987479027295,-0.145640234462382,3.86023648168759,-1.91432498198281,10.8192913000067
43,1.94035293223597,-1.92862492294469,-0.108369314327775,3.54613915371711,-1.77020828993808,10.6530100101453
44,1.97148505366275,-1.9272844995329,-0.078192267252819,3.52706140281595,-2.17134300555186,10.6776456263252
45,1.97874746291651,-1.9182827919223,-0.0917667607282996,3.53144789029386,-2.30866870301356,10.776162820953
46,1.98544321720357,-1.92150794955093,-0.0805871436063239,3.46139004356597,-2.46674833405636,10.6903421778784
47,1.97273664614217,-1.90662932496419,-0.101490704817162,3.47473222544436,-2.48228533547336,10.6846175015629
48,1.97419608971616,-1.89829745937571,-0.0939886634500189,3.48088433046322,-2.48878755372896,10.671938840826
49,1.98456498696555,-1.91452006070455,-0.118852626580346,3.63316384848613,-2.65902972140741,10.8165684570804
50,1.98144240911236,-1.9059916609691,-0.110624746799425,3.65788744044528,-2.66300329333257,10.7744933910744
51,1.97898009269735,-1.91473159455946,-0.124259153417793,3.51653401775967,-2.63381429780455,10.7071200387609
52,1.991965716092,-1.93089830216782,-0.0674494968804369,3.44206033746762,-2.61650986731496,10.5819470563463
53,1.99264218672722,-1.93194456516605,-0.0828979615284123,3.34500127893889,-2.59699990815948,10.5614206995038
54,1.98016072574821,-1.92733697222364,-0.0887060360441935,3.30193717073658,-2.62379675422731,10.5652194791033
55,1.98545612434136,-1.93370206186889,-0.0764806319407888,3.24833083243523,-2.68998970912683,10.5436067682314
56,1.98931031214836,-1.93079030545394,-0.0647698827650344,3.20570706137564,-2.71568506875415,10.5005639535663
57,2.00247662385835,-1.94477351749806,-0.0647451127377779,3.13519964286002,-2.85225335694056,10.413509333636
58,1.99948987495842,-1.95404787114539,-0.0864274233043595,2.99716285085991,-3.01743899460243,10.4746470885781
59,2.00193627538155,-1.95199436790986,-0.0713882664627625,2.97442987990588,-3.06360853766402,10.457077506636
60,2.00392724945108,-1.95264111500391,-0.0614242077162156,2.89279842387508,-3.14821218841995,10.4905299272234
61,2.00201873893712,-1.9524055525715,-0.0681235211123745,2.81721462714295,-3.21263870942184,10.5019581635086
62,2.01011550212848,-1.96893890717068,-0.0644551692601715,2.74452513745053,-3.20727585762317,10.5922651136586
63,1.99102271349411,-1.97725019857743,-0.055591020283577,2.51054244845429,-2.95474209862833,10.7468316813259
64,1.98811543896826,-1.98820441117108,-0.0716149420798138,2.47049904213442,-2.83296965995478,10.7797738162768
65,1.9816620040082,-1.99520633519772,-0.0624171940299224,2.35992736623187,-2.62211848592729,10.7935731687268
66,1.99502844567543,-2.01809382499751,-0.0601275570786142,2.11842282834029,-2.45199877687655,11.0679682778473
67,2.03600487129611,-2.02919478691588,-0.020141989958497,1.93419391721712,-2.52574139483596,11.0253491545094
68,2.02648403870706,-2.02595744536491,-0.0444511918991782,1.82555068371863,-2.56259018857808,11.1008199929564
69,2.03166868659134,-2.02338565642884,0.000872209989288988,1.55567673762663,-2.56759247370165,11.1053467107277
70,2.0302424554109,-2.03144174602587,0.00417324429857961,1.46715976569187,-2.62137187470793,11.1669876579962
71,2.02206515693399,-2.03288284935614,0.0203114028330377,1.27352793676115,-2.59499825045161,11.2093399759966
72,2.02334169125283,-2.04011448268019,0.0400218459393829,1.25068403273452,-2.61695107495448,11.2471234543281
